,Opening Price,High,Low,Close,Adjusted Close,Volume,Dividend Amount,Company,Date
114,54.8000,63.4900,52.9600,61.7000,48.0571,37452700,0.0000,AVGO,2014-02-28
115,52.8500,57.1800,51.8900,54.6375,42.5562,40854100,0.0000,AVGO,2014-01-31
116,45.4900,54.5400,44.4200,52.8790,41.1866,58577200,0.2500,AVGO,2013-12-31
117,45.7900,45.8850,42.4500,44.7300,34.6763,39641900,0.0000,AVGO,2013-11-29
118,43.1400,47.2100,41.8300,45.4300,35.2190,58591600,0.0000,AVGO,2013-10-31
119,38.8200,43.2900,38.0400,43.0800,33.3972,50939600,0.2300,AVGO,2013-09-30
120,37.0300,39.4500,35.7500,38.5100,29.6842,44210300,0.0000,AVGO,2013-08-30
121,37.8500,39.7400,36.3000,36.6800,28.2736,44026300,0.0000,AVGO,2013-07-31
122,37.6800,38.8700,35.6200,37.3800,28.8132,57675500,0.2100,AVGO,2013-06-28
123,32.0600,38.2660,31.2500,37.7300,28.9193,60826900,0.0000,AVGO,2013-05-31
124,35.8200,36.0000,30.5700,31.9600,24.4967,57958600,0.0000,AVGO,2013-04-30
125,33.9200,36.9800,33.0100,35.9000,27.5166,49898400,0.1900,AVGO,2013-03-28
126,35.9200,36.3000,32.6600,34.2200,26.0896,61690000,0.0000,AVGO,2013-02-28
127,32.4300,36.0900,32.0900,35.7700,27.2713,66879000,0.0000,AVGO,2013-01-31
128,35.3900,35.5800,30.5000,31.6508,24.1308,72595500,0.1700,AVGO,2012-12-31
129,33.2900,35.4300,31.6800,35.1000,26.6262,35153600,0.0000,AVGO,2012-11-30
130,35.1400,35.5400,32.5400,33.0300,25.0559,34581800,0.0000,AVGO,2012-10-31
131,36.3700,36.8300,32.3900,34.8650,26.4479,51683800,0.1600,AVGO,2012-09-28
132,37.1100,37.8800,35.4100,36.5700,27.6156,37931000,0.0000,AVGO,2012-08-31
133,35.7700,37.6400,32.1400,36.9000,27.8648,36336700,0.0000,AVGO,2012-07-31
134,32.4300,35.9400,30.1750,35.9000,27.1097,51855700,0.1500,AVGO,2012-06-29
135,34.5300,34.9500,29.7000,33.1000,24.8832,51522500,0.0000,AVGO,2012-05-31
136,38.8900,39.0100,32.3800,34.4800,25.9206,43848200,0.0000,AVGO,2012-04-30
137,37.7400,39.2200,34.6000,38.9700,29.2960,36833300,0.1300,AVGO,2012-03-30
138,34.3900,37.7000,33.9500,37.6100,28.1766,45074100,0.0000,AVGO,2012-02-29
